Depth (ft),Weight on bit (k-lbs),Temperature Out (deg F),Temperature In(deg F),Pit Total (bbls),Pump Pressure (psi),Hook load (k-lbs),Surface Torque (psi),Rotary Speed (rpm),Flow In (gal/min),Flow Out Percentage (%),ROP (ft/hr)
3496.3,27.88,140.46,133.57,227.41,1644.18,72.52,135.28,46.35,715.95,89.69,15.1
3497.3,28.17,140.42,133.57,227.35,1647.19,72.23,132.04,46.26,715.73,90.24,16.78
3498.3,28.79,140.38,133.53,227.41,1656.23,71.61,128.19,51.6,717.24,82.09,17.86
3499.3,28.21,140.3,133.57,227.47,1662.25,72.19,135.24,42.75,719.18,88.04,16.4
3500.31,26.84,140.27,133.69,227.3,1658.48,73.56,126.78,38.91,719.4,87.14,19.95
3501.31,27.34,140.23,133.84,227.33,1659.99,73.06,123.0,43.58,719.4,87.39,16.56
3502.31,27.22,140.19,133.99,227.34,1680.31,73.18,132.12,35.77,718.1,89.59,20.99
3503.32,27.17,140.11,134.11,226.98,1691.6,73.23,125.52,37.96,717.46,89.29,37.19
3504.32,27.55,140.11,134.3,226.88,1672.79,72.85,123.38,44.4,722.63,94.05,19.5
3505.32,27.59,140.0,134.52,227.03,1667.52,72.81,130.17,47.97,721.12,91.9,14.61
3506.32,27.96,140.92,134.72,226.57,1669.78,72.44,135.39,42.84,721.55,92.6,14.27
3507.33,27.76,140.85,134.91,226.44,1664.51,72.64,131.92,51.02,720.91,90.59,14.78
3508.33,27.46,140.81,134.94,226.49,1666.76,72.94,127.39,48.79,721.77,92.15,16.86
3509.33,27.96,140.9,134.94,226.45,1666.01,72.44,140.16,38.91,720.91,88.64,15.29
3510.35,29.71,140.32,134.14,226.28,1522.99,70.69,138.22,42.48,712.96,85.29,17.41
3511.35,28.38,140.32,134.3,226.5,1481.59,72.02,135.2,43.0,709.08,85.39,19.54
3512.35,28.0,140.12,134.41,226.52,1457.5,72.4,141.42,44.0,710.59,86.29,15.61
3513.35,29.67,140.42,134.52,226.62,1489.12,70.73,145.04,41.14,710.59,86.34,16.2
3514.35,25.6,140.0,134.22,226.02,1785.7,74.8,137.57,38.39,719.61,92.25,24.51
3515.35,26.68,140.23,134.26,226.54,1801.5,73.72,142.87,44.58,720.47,91.8,24.88
3516.36,27.92,140.49,134.37,226.43,1799.25,72.48,139.51,57.76,721.12,92.45,15.89
3517.36,27.71,140.57,134.45,226.66,1790.21,72.69,130.29,49.86,720.26,90.29,14.92
3518.36,27.17,140.69,134.56,226.41,1762.36,73.23,142.45,53.19,725.0,92.55,16.18
3519.36,27.38,140.76,134.64,226.38,1754.08,73.02,155.71,54.9,723.28,91.54,14.68
3520.37,27.51,140.84,134.72,226.3,1756.34,72.89,148.78,56.79,720.47,89.99,18.33
3521.39,28.67,140.8,134.72,226.32,1749.57,71.73,145.84,56.85,722.63,91.39,19.36
3522.39,28.5,140.84,134.75,226.18,1748.81,71.9,142.83,56.18,721.77,91.95,18.63
3523.39,27.67,140.99,134.83,226.21,1750.32,72.73,124.99,56.48,723.71,91.24,18.46
3524.4,28.3,141.03,134.91,226.16,1747.31,72.1,132.65,61.76,723.28,92.5,20.86
3525.4,27.63,141.1,134.98,226.2,1752.58,72.77,153.27,54.93,722.2,90.99,19.83
3526.4,27.05,141.14,135.06,226.0,1761.61,73.35,133.87,52.76,719.61,92.25,29.99
3527.4,27.88,141.22,135.1,226.08,1757.85,72.52,137.53,58.95,722.41,84.99,31.91
3528.4,27.71,141.26,135.17,226.11,1715.69,72.69,146.83,52.82,726.94,89.04,23.29
3529.41,27.92,141.37,135.25,226.13,1752.58,72.48,140.05,43.52,722.41,91.95,22.99
3530.41,27.92,141.41,135.36,225.85,1754.08,72.48,130.55,47.42,722.63,83.24,23.9
3531.41,27.76,141.49,135.44,226.04,1757.09,72.64,139.55,47.7,723.06,90.49,21.74
3532.41,28.46,141.56,135.52,225.74,1749.57,71.94,139.97,53.28,723.28,89.44,22.0
3533.42,27.8,141.64,135.63,225.72,1754.83,72.6,133.26,49.95,723.49,89.19,20.99
3534.42,27.42,141.68,135.78,225.75,1764.62,72.98,140.73,42.33,720.26,93.65,25.22
3535.42,28.09,141.75,135.86,225.31,1744.3,72.31,130.86,47.18,723.28,84.29,23.14
3536.42,27.59,141.83,135.59,225.68,1739.78,72.81,122.74,45.77,724.79,91.14,19.6
3537.43,28.59,141.91,135.82,225.4,1743.54,71.81,142.45,44.16,724.79,91.09,15.52
3538.43,28.34,141.98,135.97,225.14,1745.05,72.06,148.47,45.44,724.14,83.84,14.1
3544.0,27.01,142.06,136.09,225.07,1750.32,73.39,142.64,42.2,724.35,84.99,14.1
3545.0,27.63,141.07,134.83,223.83,1773.65,72.77,133.14,44.8,725.65,90.64,23.24
3546.0,27.76,141.45,135.1,224.08,1774.41,72.64,136.58,52.42,723.06,92.9,13.93
3547.02,28.34,141.83,135.29,224.12,1764.62,72.06,129.52,49.92,723.06,93.4,15.0
3548.03,28.38,141.94,135.48,223.99,1769.89,72.02,154.95,49.43,721.77,91.14,14.05
3549.05,28.63,141.71,135.67,224.32,1749.57,71.77,138.71,41.68,723.71,92.65,12.18
3550.07,28.83,141.79,135.78,224.24,1755.59,71.57,140.05,50.2,722.41,89.09,13.78
3551.07,28.17,141.87,135.86,224.23,1748.06,72.23,125.14,53.77,724.35,89.54,12.57
3552.08,27.88,141.91,135.97,224.11,1750.32,72.52,115.53,47.08,724.57,87.99,11.64
3553.08,27.51,141.98,135.97,224.09,1756.34,72.89,132.99,37.99,723.28,89.74,14.55
3554.08,28.67,142.1,136.05,223.82,1752.58,71.73,133.03,49.74,725.43,89.84,14.42
3555.08,28.21,142.17,136.16,224.0,1758.6,72.19,139.63,48.88,722.63,89.59,12.36
3556.1,29.17,142.21,136.28,223.65,1755.59,71.23,142.45,50.9,725.0,90.84,12.06
3557.11,28.38,142.29,136.43,223.75,1758.6,72.02,141.23,47.94,724.57,86.64,12.58
3558.11,28.46,142.59,136.58,223.75,1755.59,71.94,133.75,44.03,725.22,88.59,12.84
3559.13,28.25,142.55,136.74,223.77,1784.19,72.15,138.9,34.48,718.97,85.49,14.78
3560.13,28.3,142.59,136.85,223.52,1784.94,72.1,136.31,37.63,718.1,85.59,18.6
3561.14,28.5,142.63,136.96,223.8,1772.15,71.9,144.09,45.35,719.4,86.04,20.15
3562.14,28.63,142.71,136.96,223.63,1776.66,71.77,140.81,41.96,718.97,87.69,20.97
3563.14,28.25,142.78,137.04,223.85,1769.89,72.15,141.34,37.6,719.4,86.94,18.6
3564.14,27.42,142.82,137.04,223.87,1780.43,72.98,146.76,41.84,717.46,86.89,22.83
3565.14,27.42,142.86,137.04,223.9,1802.26,72.98,153.2,34.85,713.58,87.24,35.33
3566.16,28.5,142.9,137.04,223.74,1791.72,71.9,138.48,43.06,714.87,87.04,37.9
3567.17,27.38,142.9,137.04,223.71,1787.2,73.02,135.47,39.4,715.52,87.84,28.19
3568.17,27.63,142.97,137.0,223.6,1785.7,72.77,150.49,41.96,716.16,87.54,25.05
3569.17,28.54,142.97,137.08,223.5,1763.87,71.86,147.63,47.57,720.26,88.59,18.14
3570.17,28.46,143.05,137.16,223.22,1766.88,71.94,137.83,39.76,720.04,88.04,16.38
3571.18,27.76,143.09,137.23,223.23,1766.13,72.64,139.28,44.55,720.47,87.74,17.59
3572.2,29.67,143.2,136.85,222.99,1764.62,70.73,133.79,39.55,721.34,88.04,15.01
3573.2,27.92,143.24,137.23,222.57,1764.62,72.48,135.7,32.47,721.77,87.79,12.67
3574.2,27.84,143.28,137.42,222.09,1772.15,72.56,129.94,28.84,721.12,87.99,14.16
3575.2,28.17,143.32,137.46,222.03,1766.88,72.23,126.97,33.36,721.34,86.59,17.43
3576.21,28.63,143.35,137.42,222.09,1762.36,71.77,132.27,33.08,722.2,85.84,15.56
3577.21,28.59,143.35,137.42,222.21,1766.88,71.81,132.76,35.31,721.34,87.09,14.37
3578.23,27.63,142.1,135.59,222.85,1409.33,72.77,152.51,53.0,728.25,77.59,27.1
3579.23,27.76,141.91,135.63,223.84,1405.56,72.64,163.26,44.86,731.27,74.18,27.95
3580.23,28.42,141.83,135.63,223.57,1344.59,71.98,158.35,51.97,739.66,73.93,15.61
3581.24,27.8,141.71,135.59,223.87,1324.27,72.6,153.08,56.45,746.13,74.98,13.67
3582.24,28.88,141.6,135.44,224.02,1357.39,71.52,151.71,57.52,740.53,77.84,12.21
3583.24,28.71,141.49,135.25,224.9,1319.0,71.69,150.72,56.33,735.36,74.48,14.73
3584.24,28.59,141.45,134.87,225.7,1332.55,71.81,150.0,58.56,733.63,77.59,15.33
3585.24,27.8,141.33,134.64,225.79,1340.83,72.6,143.48,59.2,734.5,77.09,18.89
3586.25,28.42,141.22,134.56,225.65,1424.38,71.98,143.82,52.73,630.9,80.94,21.35
3587.25,27.67,141.14,134.49,225.88,1427.39,72.73,163.87,47.54,631.55,81.29,18.41
3588.25,28.34,141.07,134.41,226.24,1431.16,72.06,158.57,46.75,630.69,80.24,20.05
3589.25,27.46,141.1,134.41,226.53,1429.65,72.94,156.36,46.78,627.24,80.24,24.71
3590.26,28.63,141.1,134.45,226.62,1434.17,71.77,163.72,37.57,627.46,79.94,26.73
3591.26,28.67,141.07,134.41,226.78,1434.17,71.73,157.35,37.47,627.46,80.44,24.89
3592.26,28.42,141.07,134.45,227.15,1431.16,71.98,146.26,46.17,630.69,79.79,20.75
3593.26,28.46,141.03,134.41,227.34,1423.63,71.94,155.75,58.5,633.06,84.24,18.79
3594.27,28.13,140.95,134.45,227.57,1411.59,72.27,146.53,55.47,632.63,74.73,15.63
3595.27,27.71,140.88,134.37,227.57,1419.11,72.69,134.44,50.96,633.27,80.49,14.04
3596.27,26.92,140.88,134.33,227.01,1790.97,73.48,147.33,49.01,724.8,86.29,16.62
3597.27,28.92,140.95,134.49,226.98,1754.83,71.48,131.62,53.67,725.23,83.14,22.39
3598.28,28.63,141.03,134.64,226.84,1751.07,71.77,150.07,60.54,726.1,89.74,19.84
3599.28,27.55,141.03,134.87,226.94,1769.14,72.85,146.87,53.86,722.65,91.24,22.41
3600.28,27.26,141.1,135.06,226.79,1771.4,73.14,142.56,50.68,726.1,86.64,27.13
3601.28,27.22,141.14,135.17,226.69,1788.71,73.18,145.15,46.05,721.79,81.24,28.87
3602.28,29.67,141.26,135.36,226.53,1769.14,70.73,146.98,49.28,724.59,89.69,20.16
3603.29,27.63,141.3,135.55,226.6,1757.09,72.77,149.23,56.73,720.28,81.84,18.32
3604.29,28.09,141.37,135.71,226.32,1756.34,72.31,150.42,58.74,721.79,89.24,18.61
3605.29,28.13,141.49,135.86,226.18,1760.1,72.27,141.34,58.46,723.51,90.09,17.87
3607.0,25.0,139.12,135.82,231.73,1751.38,107.94,63.6,0.0,0.0,0.69,18.0
3608.02,23.23,141.22,135.33,224.4,1757.85,77.17,135.89,28.47,722.0,89.79,11.44
3609.02,21.69,141.52,135.48,224.32,1761.61,78.71,155.98,50.23,724.37,91.34,15.77
3610.02,22.81,141.83,135.86,224.57,1768.38,77.59,156.97,51.57,725.88,87.24,14.21
3611.02,23.6,142.06,136.28,224.3,1770.64,76.8,156.9,53.22,727.39,93.0,12.15
3612.03,23.31,142.13,136.47,224.77,1751.07,77.09,157.28,56.21,725.23,86.69,10.52
3612.03,23.31,142.13,136.47,224.77,1751.07,77.09,157.28,56.21,725.23,86.69,10.52
3613.03,23.89,142.25,136.62,224.03,1769.14,76.51,167.34,51.51,724.59,89.14,14.01
3614.03,25.22,142.36,136.81,223.78,1757.85,75.18,160.79,54.56,725.23,90.64,17.39
3615.03,24.85,142.44,136.96,222.95,1764.62,75.55,155.22,55.41,725.45,91.44,14.1
3616.04,24.35,142.59,137.12,222.79,1761.61,76.05,164.94,56.12,725.88,85.54,14.25
3617.04,24.77,142.74,137.23,222.61,1779.68,75.63,162.92,53.64,731.48,88.19,14.84
3618.04,24.89,142.9,137.38,222.23,1771.4,75.51,162.08,53.28,728.25,91.19,15.42
3619.05,25.68,143.01,137.5,221.64,1766.13,74.72,155.41,51.36,728.9,88.44,13.72
3620.05,23.56,143.09,137.57,221.35,1776.66,76.84,168.83,50.32,730.62,85.74,13.08
3621.05,26.05,143.2,137.5,221.14,1787.2,74.35,169.44,49.77,728.68,88.39,14.67
3622.05,24.23,143.32,137.61,221.11,1783.44,76.17,164.98,51.66,729.54,90.89,16.12
3623.06,24.77,143.47,137.77,220.99,1770.64,75.63,165.4,53.13,728.68,93.25,11.49
3624.06,24.64,143.54,137.92,220.23,1754.83,75.76,160.33,47.02,732.13,91.6,13.62
3625.06,25.31,143.66,138.03,219.65,1736.77,75.09,151.1,55.35,739.02,91.29,11.76
3626.06,25.8,143.81,138.11,218.36,1726.23,74.6,147.06,51.45,736.86,88.44,14.5
3627.07,25.26,143.85,138.11,217.15,1743.54,75.14,156.59,54.32,730.83,91.09,13.03
3628.07,25.55,143.93,138.18,215.58,1769.89,74.85,162.62,47.42,729.54,90.14,14.05
3629.07,24.93,144.04,138.3,215.04,1781.18,75.47,164.45,45.38,729.11,88.44,12.7
3630.07,26.34,143.96,138.3,214.42,1771.4,74.06,175.81,45.01,726.53,87.14,12.42
3631.08,25.84,143.93,138.3,213.55,1769.89,74.56,162.42,50.78,725.67,88.24,13.32
3632.08,25.8,143.89,138.15,213.01,1781.93,74.6,172.26,51.91,726.31,87.94,14.44
3633.08,25.51,143.89,138.15,212.34,1778.17,74.89,180.72,51.54,724.59,89.29,16.33
3634.08,24.72,143.89,138.11,211.91,1771.4,75.68,180.15,61.73,725.67,89.29,13.93
3635.11,26.26,143.96,138.11,211.21,1769.89,74.14,172.49,50.93,721.57,92.0,13.87
3636.11,24.06,143.96,138.11,211.12,1773.65,76.34,159.49,54.01,723.51,83.04,18.88
3637.11,25.35,144.04,138.15,210.77,1761.61,75.05,159.34,49.56,721.79,83.14,14.05
3638.11,26.34,144.04,138.15,210.44,1770.64,74.06,159.98,44.61,721.14,82.29,13.88
3639.11,26.38,144.08,138.07,209.73,1754.83,74.02,156.02,46.78,719.42,82.14,12.31
3640.12,24.68,144.04,138.03,209.24,1753.33,75.72,153.31,36.96,719.42,88.09,12.62
3641.13,22.19,143.62,135.44,213.27,1854.19,78.21,164.14,49.28,744.4,86.54,12.52
3642.14,22.44,143.35,135.9,213.82,1842.12,77.96,153.54,50.78,743.76,87.84,11.11
3643.14,23.81,143.13,136.39,213.53,1844.38,76.59,158.12,48.76,740.53,87.44,11.52
3644.14,21.28,143.09,136.7,213.07,1829.31,79.12,154.91,46.9,739.66,86.74,12.8
3645.14,22.48,143.05,136.89,212.75,1833.83,77.92,143.36,47.79,737.08,86.74,13.71
3646.14,23.81,142.93,137.08,211.95,1833.08,76.59,136.73,51.17,738.59,86.24,11.75
3647.15,23.6,143.01,137.12,211.44,1838.35,76.8,166.58,55.72,737.3,91.75,11.54
3648.15,23.19,143.01,137.04,211.33,1826.29,77.21,146.6,51.91,737.08,89.89,12.77
3649.15,22.9,143.05,137.0,210.86,1840.61,77.5,158.46,48.55,738.8,85.24,12.52
3650.15,21.9,143.09,137.04,210.19,1851.92,78.5,157.74,51.54,739.45,85.64,12.56
3651.15,23.1,143.13,137.04,209.54,1845.14,77.3,149.81,45.38,737.3,88.09,10.96
3652.16,23.6,143.2,137.04,209.1,1839.86,76.8,158.35,47.57,736.0,87.14,10.14
3653.16,22.48,143.16,137.08,208.71,1838.35,77.92,149.69,47.85,737.08,85.44,12.49
3654.16,22.15,143.2,137.08,208.42,1843.63,78.25,146.87,55.11,734.71,83.49,18.5
3655.16,22.23,143.28,137.12,207.84,1844.38,78.17,151.48,48.61,733.42,79.29,18.42
3656.17,21.73,143.24,137.12,207.64,1846.65,78.67,161.13,49.28,734.93,87.74,14.91
3657.17,21.78,143.28,137.19,207.52,1843.63,78.62,148.32,46.54,733.2,89.74,17.61
3658.17,23.64,143.28,137.19,207.14,1851.92,76.76,153.24,51.39,734.71,90.14,18.71
3659.17,23.35,143.28,137.27,206.88,1845.14,77.05,165.44,51.66,736.65,86.09,15.29
3660.18,22.9,143.24,137.16,206.54,1852.68,77.5,161.78,50.2,736.86,83.19,12.15
3661.18,23.27,143.2,137.16,205.93,1840.61,77.13,158.23,53.49,733.85,83.54,13.03
3662.18,21.94,143.24,137.16,205.38,1858.71,78.46,158.12,49.53,737.3,84.39,14.8
3663.19,22.4,143.32,137.04,205.07,1842.12,78.0,155.26,49.19,734.93,85.14,13.67
3664.19,23.1,143.28,136.96,204.2,1848.91,77.3,155.75,51.02,735.36,87.09,11.61
3665.19,23.44,143.24,137.0,203.99,1843.63,76.96,165.17,47.18,732.56,89.79,13.32
3666.19,21.86,143.28,137.04,203.56,1860.22,78.54,163.53,49.98,731.7,83.29,20.17
3667.2,22.73,143.32,137.12,203.42,1860.22,77.67,164.98,46.84,733.42,84.94,17.96
3668.2,23.15,143.28,137.19,203.16,1860.22,77.25,170.66,49.65,732.13,85.69,19.38
3669.2,22.48,143.32,137.19,203.0,1860.22,77.92,165.02,46.47,733.63,84.24,25.77
3670.2,21.98,143.32,137.19,202.86,1870.02,78.42,167.46,52.49,733.42,84.99,25.23
3671.2,21.61,143.32,137.16,203.02,1885.88,78.79,167.08,49.37,731.05,85.69,35.65
3672.22,21.28,142.59,135.29,207.52,1817.16,79.12,158.46,44.4,729.76,91.9,11.2
3673.22,19.66,142.86,135.78,206.92,1811.12,80.74,159.34,49.83,727.39,91.95,11.71
3674.24,19.28,141.68,135.29,205.28,1811.88,81.12,115.61,46.29,722.41,88.24,15.62
3675.24,19.91,141.75,135.44,204.73,1873.8,80.49,161.51,45.19,727.8,91.85,12.67
3676.24,20.28,141.91,135.63,203.97,1860.21,80.12,149.42,50.5,724.57,89.29,12.97
3677.24,19.95,141.91,135.78,203.62,1869.27,80.45,168.56,47.36,721.34,83.89,18.88
3678.25,19.91,141.79,136.05,203.31,1845.1,80.49,166.01,49.37,721.12,85.04,16.94
3679.27,21.32,141.75,136.16,203.31,1836.8,79.08,154.88,52.79,721.12,90.79,12.35
3680.27,20.94,141.87,136.28,202.46,1827.73,79.46,157.93,52.42,719.18,80.89,13.66
3681.29,20.53,141.94,136.28,202.11,1872.29,79.87,159.98,55.47,730.39,90.89,12.41
3682.29,20.78,142.02,136.43,201.62,1864.74,79.62,159.41,50.96,728.66,91.85,11.39
3683.3,22.11,142.06,136.58,201.39,1877.58,78.29,162.65,42.81,729.1,93.75,11.1
3684.3,20.99,142.17,136.51,201.36,1881.35,79.41,164.6,45.16,729.53,93.75,11.68
3685.3,21.98,142.36,136.77,200.47,1870.02,78.42,170.55,50.14,729.53,94.55,11.07
3686.3,19.99,142.44,136.66,201.04,1869.27,80.41,164.41,51.23,729.1,94.1,10.05
3687.31,19.7,142.48,136.28,202.06,1863.23,80.7,173.71,49.56,729.31,89.04,12.11
3688.31,20.61,142.52,135.9,202.75,1853.41,79.79,166.2,55.44,729.1,89.59,10.8
3689.31,20.36,142.52,136.01,203.36,1857.94,80.04,167.19,54.44,726.73,93.4,12.62
3690.33,21.48,142.48,135.97,205.29,1860.96,78.92,158.31,55.69,725.0,88.39,18.67
3691.34,20.57,142.48,136.01,206.3,1852.66,79.83,175.73,51.6,723.92,88.69,16.05
3692.34,21.03,142.44,136.13,206.9,1857.94,79.37,163.8,55.54,723.92,88.69,21.48
3693.34,21.48,142.36,136.24,207.45,1860.21,78.92,168.33,53.98,723.28,85.59,19.61
3694.34,20.61,142.36,136.32,208.44,1857.19,79.79,161.47,57.43,723.28,82.14,22.85
3695.35,20.74,142.36,136.35,208.78,1873.8,79.66,169.74,53.52,728.45,83.84,21.11
3696.35,20.78,142.4,136.47,208.94,1876.07,79.62,167.95,51.94,724.57,82.94,22.55
3697.35,20.65,142.44,136.58,209.88,1876.82,79.75,171.84,49.89,723.06,83.59,22.41
3698.35,21.15,142.48,136.7,207.87,1856.43,79.25,166.43,57.64,726.51,87.04,23.12
3699.35,20.78,142.52,136.7,208.65,1871.53,79.62,168.33,56.33,723.92,87.44,21.48
3700.36,20.94,142.52,136.66,208.73,1859.45,79.46,165.47,53.71,725.43,86.19,23.44
3701.36,19.82,142.52,136.51,208.84,1882.86,80.58,169.48,52.58,721.98,86.69,24.72
3702.36,21.94,142.55,136.47,208.81,1870.78,78.46,169.17,58.43,723.28,84.69,25.06
3703.37,20.86,142.55,136.51,208.92,1877.58,79.54,167.61,57.85,723.49,84.19,21.74
3704.38,18.91,142.25,135.78,207.1,1854.17,81.49,121.17,54.1,730.17,94.9,19.28
3705.38,15.88,142.48,136.01,206.63,1865.49,84.52,150.34,60.81,727.37,92.0,17.0
3706.38,16.21,142.59,136.35,206.97,1875.31,84.19,122.36,64.72,731.68,92.3,16.21
3707.38,20.86,142.48,136.77,206.91,1868.51,79.54,147.02,46.93,731.47,93.5,17.18
3708.38,20.78,142.55,137.12,206.54,1866.99,79.62,167.27,45.13,731.9,95.55,15.09
3709.39,19.08,142.63,137.16,206.18,1871.53,81.32,171.69,50.47,730.39,95.25,16.18
3710.39,16.75,142.74,137.23,205.77,1878.34,83.65,152.66,51.72,729.96,91.95,15.29
3711.39,15.13,142.78,137.27,204.93,1880.61,85.27,165.86,47.24,730.39,92.05,13.37
3712.39,17.21,142.86,137.35,204.54,1879.85,83.19,169.71,45.35,728.02,94.05,15.16
3713.4,15.79,143.01,137.27,203.55,1882.88,84.61,179.66,42.66,730.17,87.34,13.88
3714.4,18.04,143.05,137.19,203.11,1882.12,82.36,171.99,49.74,734.36,92.15,15.01
3715.4,18.87,143.09,137.16,202.69,1879.85,81.53,167.65,53.77,726.51,90.39,16.47
3716.4,18.08,143.13,137.08,202.14,1892.71,82.32,167.0,52.61,731.9,91.29,14.94
3717.4,19.16,143.16,137.19,202.13,1897.25,81.24,166.12,52.85,728.45,91.14,19.59
3718.41,20.49,143.2,137.35,201.65,1892.71,79.91,166.05,51.51,730.39,90.24,16.11
3719.41,20.24,143.24,137.46,201.35,1890.44,80.16,160.52,50.68,729.53,90.09,15.82
3720.41,20.53,143.24,137.5,200.63,1894.22,79.87,179.58,48.58,730.17,89.94,16.19
3721.41,18.66,143.35,137.65,200.43,1891.96,81.74,179.73,50.23,735.87,89.49,16.08
3722.42,20.74,143.43,137.77,199.82,1886.66,79.66,173.98,51.14,729.1,91.24,16.56
3723.42,18.95,143.51,137.73,199.61,1897.25,81.45,167.23,47.27,729.1,91.29,18.99
3724.42,20.78,143.51,137.73,199.48,1891.96,79.62,167.8,51.3,730.17,92.75,14.79
3725.42,19.53,143.58,137.84,198.95,1898.01,80.87,163.49,50.35,729.31,93.85,15.42
3726.43,19.2,143.66,137.92,198.63,1901.03,81.2,165.89,47.36,727.8,92.2,15.3
3727.43,19.74,143.74,137.88,198.42,1901.79,80.66,153.92,54.25,726.08,90.94,19.41
3728.43,19.16,143.74,137.88,197.75,1903.3,81.24,161.55,50.01,728.66,87.84,19.2
3729.43,20.16,143.77,137.92,197.88,1903.3,80.24,159.98,49.28,729.31,91.14,16.66
3730.44,19.62,143.85,137.8,198.5,1905.57,80.78,170.93,47.48,728.45,91.49,16.18
3731.44,19.86,143.85,137.38,199.83,1901.79,80.54,167.95,46.23,729.96,93.95,14.98
3732.44,20.82,143.81,137.08,200.79,1913.13,79.58,169.1,46.54,727.8,86.84,16.95
3733.44,19.53,143.85,137.0,201.32,1905.57,80.87,165.67,55.29,727.37,91.09,17.42
3734.45,19.95,143.85,136.96,202.2,1910.11,80.45,159.45,53.34,727.8,90.89,18.51
3735.47,9.98,144.12,135.94,199.06,1887.42,90.42,168.87,55.66,732.11,92.35,9.47
3736.47,19.62,144.27,136.16,197.73,1889.69,80.78,188.43,54.71,734.58,91.75,11.9
3737.47,20.28,143.93,136.39,197.12,1835.98,80.12,183.93,54.62,736.64,95.7,10.61
3738.47,19.82,143.74,136.24,198.07,1842.79,80.58,181.37,53.61,735.78,93.05,9.46
3739.47,20.49,143.62,134.91,204.24,1862.46,79.91,183.32,54.53,739.53,90.54,10.33
3740.47,20.99,143.32,133.23,212.46,1855.65,79.41,182.82,53.8,741.04,91.54,10.32
3741.48,19.74,143.09,132.5,220.83,1849.6,80.66,170.16,58.16,737.5,92.75,8.98
3742.48,18.08,142.36,132.43,226.08,1841.28,82.32,166.77,54.19,740.95,92.65,10.71
3743.48,18.25,141.71,134.18,226.25,1775.47,82.15,162.2,45.19,725.65,88.29,10.17
3744.49,18.2,134.55,135.13,226.2,1782.28,82.2,179.35,45.07,725.43,84.49,10.35
3745.49,18.33,141.56,135.63,226.19,1781.52,82.07,185.99,48.92,723.28,84.79,13.08
3746.49,19.16,141.64,135.97,225.72,1789.84,81.24,179.54,52.61,722.85,89.64,11.32
3747.49,18.74,141.79,136.05,225.33,1775.47,81.66,181.83,55.29,726.51,84.74,9.81
3748.5,17.71,141.91,136.01,224.74,1784.55,82.69,175.08,57.73,724.57,87.79,12.8
3749.5,17.79,141.94,135.94,223.79,1789.84,82.61,166.05,57.0,728.76,88.24,11.28
3750.5,20.16,142.1,135.97,223.85,1797.41,80.24,175.46,57.06,728.33,87.39,11.53
3751.5,18.7,142.36,135.94,223.56,1818.58,81.7,184.65,56.88,729.31,83.09,10.75
3752.51,18.33,142.55,136.01,223.13,1823.12,82.07,178.48,55.75,728.88,89.59,10.41
3753.51,18.7,142.67,136.2,222.3,1820.1,81.7,174.32,54.74,728.23,81.39,10.0
3754.51,18.7,142.78,136.43,221.8,1817.83,81.7,178.63,55.02,728.88,80.29,10.68
3755.52,18.37,142.9,136.66,221.38,1829.17,82.03,170.43,53.34,730.17,81.69,10.81
3756.52,18.7,143.01,137.08,221.3,1843.55,81.7,175.43,55.47,728.02,83.69,12.36
3757.52,19.66,143.13,137.38,221.2,1836.74,80.74,168.3,49.25,729.74,80.89,16.04
3758.52,18.45,143.32,137.69,221.4,1823.12,81.95,172.87,52.82,727.8,90.69,10.03
3759.53,18.12,143.47,137.61,221.28,1823.12,82.28,181.83,58.28,728.66,84.29,9.5
3760.53,19.28,143.66,137.61,221.04,1821.61,81.12,168.49,56.7,727.8,90.99,10.0
3761.53,18.37,143.81,137.61,220.97,1820.76,82.03,181.72,53.31,726.94,91.44,9.81
3762.54,18.29,143.93,137.54,220.98,1823.79,82.11,171.77,54.32,726.94,93.1,10.47
3763.54,18.7,143.96,137.5,220.85,1826.82,81.7,174.36,52.97,726.51,93.75,12.58
3764.54,17.83,144.08,137.46,221.4,1829.09,82.57,167.08,55.2,725.65,93.25,11.54
3765.55,18.74,144.12,137.77,221.38,1824.55,81.66,158.46,56.27,725.86,93.45,11.61
3766.55,18.12,144.23,137.92,222.59,1831.37,82.28,179.35,54.32,725.43,93.6,11.08
3767.82,5.0,141.98,133.23,231.68,1825.0,103.92,48.16,0.0,295.49,6.19,10.0
3769.06,4.0,140.38,132.77,223.8,1801.06,104.79,94.14,94.56,733.11,96.8,22.29
3770.14,4.61,140.46,132.77,223.81,1813.94,99.68,96.39,107.59,733.54,98.2,22.68
3771.23,2.95,140.61,132.66,223.82,1802.58,101.34,98.76,119.45,732.04,95.85,21.54
3772.29,20.68,140.76,132.66,223.81,1828.34,83.61,104.89,122.78,727.3,95.45,15.16
3773.3,28.64,143.32,137.38,224.74,1796.52,78.65,107.83,42.9,718.75,94.8,11.49
3774.3,29.23,143.43,137.27,225.03,1795.0,78.06,114.2,43.45,718.97,94.6,12.17
3775.3,28.08,143.51,137.31,225.59,1791.97,79.21,83.28,43.39,718.75,91.65,11.6
3776.32,28.51,143.54,137.38,226.44,1797.27,78.78,107.98,39.92,718.53,90.59,11.03
3777.32,29.15,143.62,137.54,226.69,1795.76,78.14,104.59,42.33,718.32,92.4,12.23
3778.32,28.64,143.7,137.69,227.22,1791.21,78.65,90.6,43.64,720.26,93.9,11.1
